restaurant,review_id,date,stay_date,user,badge,rating,title,review
Kampachi Plaza33,776875726,2020-11-10 00:00:00,November 2020,C7233MYsharonl,2 reviews,5,Kampachi @ Jaya33,Had my lunch in Kampachi. Excellent service by staff Edward. Food are at best quality. Love the environment.
Kampachi Plaza33,776754428,2020-11-08 00:00:00,November 2020,adventurerisk,1 review,5,Japanese Buffet Lunch,"The Japanese Buffet was absolutely delicious! The choices were fantastic and the service top notch - especially Jenny, who took the time to make sure we were comfortable and happy (as well as the other staff who were equally as friendly). Highly recommended!"
Kampachi Plaza33,776729424,2020-11-08 00:00:00,November 2020,genieong,2 reviews,5,Wonderful brunch,Family of 9 went for their brunch buffet. Food was good but what stood out was their exceptional service - very attentive servers considering we had so many people. Jenny and her team made the dining experience here unforgettable. The environment is also cozy with...
Kampachi Plaza33,776649144,2020-11-07 00:00:00,November 2020,Ann889900,1 review,5,Kampachi Jaya 33,Good and marvellous service. Very attentive. Good variety of food. Food tasted excellent. Good for family.
Kampachi Plaza33,776647570,2020-11-07 00:00:00,November 2020,hungryygaijin,2 reviews,5,Good value brunch buffet.,Good value brunch buffet. CMCO compliant. Very good service - our tea were constantly refilled by the staffs.
Kampachi Plaza33,776175805,2020-11-01 00:00:00,November 2020,davidreview12,1 review,5,Good food,"Food and service were good. Would recommend the teppanyaki beef, teppanyaki prawn and grilled salmon head."
Kampachi Plaza33,775499748,2020-10-25 00:00:00,October 2020,howardhwy,4 reviews,5,Excellent Food and Service,Had dinner at Kampachi Plaza 33. Food quality was excellent especially the Sashimi cuts were very fresh and good in quality. Restaurant Manager Jenny and her team provided excellent service and good recommendations. Their Mochi dessert is truly out of this world. I would definitely...
Kampachi Plaza33,775495260,2020-10-25 00:00:00,October 2020,June8318,1 review,5,Awesome Food,Food was great and fresh. Service was good and staff are attentive. Love the unagi salmon sushi and sashimi.
Kampachi Plaza33,774476994,2020-10-16 00:00:00,October 2020,1080fullhd,1 review,5,Excellent service and food.,"The service is impeccable and the sashimi is fresh. Ms. Jenny Ong the manager, has many good recommendations. Thank you."
Kampachi Plaza33,774474957,2020-10-16 00:00:00,October 2020,Sarahsoh17,1 review,5,Food review,Really good soft shell carb sushi. The staff is really friendly. I really enjoyed my lunch over there.
Kampachi Plaza33,774149806,2020-10-13 00:00:00,October 2020,samW6326ZD,1 review,5,Kampachi food,The food and service is perfect! Love coming here. I love the staff at kampachi. They are really kind and attentive.
Kampachi Plaza33,773861868,2020-10-11 00:00:00,October 2020,enghwee82,1 review,5,Family Gathering,Nice and wonderful place with loads of delicious dishes that suited every age group. The environment also very nice and comfortable too.
Kampachi Plaza33,773732981,2020-10-10 00:00:00,October 2020,guateu,15 reviews,5,Excellent service!,"1st time for the weekend brunch and it was lovely time with family - slow eating, chatting, and just having fun discussing food - typical Malaysian conversations! Apparently we are the only (or few) families that mixes nuts into the ice cream.. It's yum!"
Kampachi Plaza33,773731057,2020-10-10 00:00:00,October 2020,alvinl800,10 reviews,5,Buffet is still awesome here!,"The food quality is really really good. Yes, the selection is not as vast as before but what counts is the quality. It’s a sit down and order buffet now obviously and that’s where the service but comes in. 
The service in this place is..."
Kampachi Plaza33,773044869,2020-10-04 00:00:00,October 2020,aarontan320,4 reviews,5,Birthday celebration,Great Service and experience. Our server Mirwan made us feel welcomed and was very attentive to what we needed. Would recommend this restaurant for celebrations and dates. Cozy ambiance. Will be back
Kampachi Plaza33,773036153,2020-10-04 00:00:00,October 2020,Atzw143,1 review,5,Fantastic food and service!,"Enjoyed my dinner.
Jenny the manager was so helpful and she recommended the weekend buffet, definitely will come again!"
Kampachi Plaza33,772999375,2020-10-04 00:00:00,October 2020,DeC_xvm,2 reviews,4,Great family place,"Food was good. Environment was comfortable, spacious place to have kids around. Staff were helpful and courteous."
Kampachi Plaza33,772998990,2020-10-04 00:00:00,October 2020,hanisibr,3 reviews,5,10/10,"Great ambience, good service, the food’s texture, taste and presentation are amazing. The staff (Marvin) is very friendly and helpful. Convenient location too! Would to recommend to a friend 🤗"
Kampachi Plaza33,772856776,2020-10-03 00:00:00,October 2020,Hanimahamd,2 reviews,5,Fresh seafood and great desserts,Had lunch with my family here. The food was great and service was excellent. Our server Mirwan was very friendly and attentive. He recommended good dishes. 10/10 would come again.
Kampachi Plaza33,772854804,2020-10-03 00:00:00,October 2020,Techtravel341,1 review,5,Good food and environment,"Good food & environment, Jenny’s recommendations are on point and ensure we enjoy our time here. The music might be slightly too loud"
Kampachi Plaza33,772182301,2020-09-28 00:00:00,September 2020,alaeddinn2015,6 reviews,5,We had a great business lunch,"We had a great business lunch 
Fantastic arrangements as usual by Mrs Jenny Ong she a great person 
For us the most important is the restaurant management and staff thanks again Jenny"
Kampachi Plaza33,772061710,2020-09-27 00:00:00,September 2020,T2149UBjosephl,2 reviews,5,Mr,"Overall food and service was good. Ordered wagyu, chicken teppanyaki, appetizer. Dessert serve was nice too"
Kampachi Plaza33,771155574,2020-09-20 00:00:00,September 2020,hurulz,5 reviews,5,Fantastic Service and Food! ,"Been here with my family since many many years and the service are GREAT as always especially by Mr Mirwan who have been attending us since we came here till now. 
The food is also always amazing. Love love everything in Kampachi! Keep up the..."
Kampachi Plaza33,771099588,2020-09-20 00:00:00,September 2020,danlee96,1 review,5,Great service + Food,Amazing food and service. Their buffet beef teppanyaki and maguro nigiri are some of the best for its price
Kampachi Plaza33,770966927,2020-09-19 00:00:00,September 2020,Foodhunter8765,2 reviews,5,Great Fugu Japanese Puffer Fish Dinner,"We found that we can get the authentic Fugu Japanese cuisine in Malaysia. We have make the reservation to try out the Fugu at Kampachi Plaza 33 by contacting the Manager Ms Jenny.

The dinner is fantastic with full fugu dishes from Appetizer till the..."
Kampachi Plaza33,770961666,2020-09-19 00:00:00,September 2020,Siehyin,1 review,5,Friendly service,Enjoy cosy place & quality food as specially buffet. Thank you Jenny for your hospitality. Having Wonderful time here
Kampachi Plaza33,770537616,2020-09-16 00:00:00,September 2020,missefie,2 reviews,5,The freshness of sashimi!,"I’m a regular customer for almost 15 years at a Japanese restaurant at one of the hotel in Kuala lumpur. But after i tried kampachi , i had the most fresh sashimi ever! Very thick cut of salmon belly sashimi. All the food and serving..."
Kampachi Plaza33,769937843,2020-09-12 00:00:00,September 2020,Surayarabs,1 review,3,Lunch buffet,Service was a bit slow but food was excellent. Can improve on the service and communication between workers. Overall satisfied
Kampachi Plaza33,768829444,2020-09-05 00:00:00,September 2020,Macha08,2 reviews,5,"Great food, excellent service ",Wonderful dining experience! The waiters are really attentive and helpful. Outstanding beef tepanyaki 😁 The green tea pudding is on another level
Kampachi Plaza33,768827499,2020-09-05 00:00:00,September 2020,JaniceWee121211,1 review,5,Lunchtime buffet,"Friendly staff and excellent food. Service good, good variety, clean environment and fresh foods. Especially the teppanyaki beef 🥩 highly recommended place 👍🏼."
Kampachi Plaza33,768588501,2020-09-03 00:00:00,September 2020,995hcg,1 review,5,Wife’s bday,"Warm service with best food in town,will surely come back again for family dining,friendly staffs...."
Kampachi Plaza33,768431973,2020-09-02 00:00:00,September 2020,E6518NCamyl,1 review,5,Excellent Service & Friendly Staffs,"Went to Jaya Grocer before coming here and the staff helped me to keep them in their kitchen fridge! Didn't expect this kind of service👏👏👏

Had a great birthday celebration as well with good services!🥳🥳🥳"
Kampachi Plaza33,768256889,2020-09-01 00:00:00,September 2020,Shamu060497,1 review,5,Great Food,The sashimi was delicious! And the service was excellent! The tea was constantly refilled! Warm towels were a nice gesture!
Kampachi Plaza33,767844573,2020-08-30 00:00:00,August 2020,Jow1981,1 review,5,Best Japanese buffet for over 20yrs,Good service and food quality. Standard is maintained for the past 20yrs. Good for family and friend gathering
Kampachi Plaza33,766996673,2020-08-25 00:00:00,August 2020,Mohd H,23 reviews,1,Food is expensive and caused me and my whole family to have diarrhoea,"My honest advice. Don’t visit this branch. I spend over 650 ringgit last night only to cone back and suffer from acute stomach complications. I thought it was only me but when i asked my kids today, the too suffered acute stomach discomfort. What a..."
Kampachi Plaza33,766750258,2020-08-24 00:00:00,August 2020,MeviinnMah,1 review,5,My first visits here,"Celebrated my wife’s birthday with my friends here, the services and food is awesome! And the environment is comfortable"
Kampachi Plaza33,766486759,2020-08-23 00:00:00,August 2020,Maps799428,1 review,5,Buffet,"During our dine in, Mirwan recommended their specialty dish that made our lunch experience even more enjoyable with family. The food is fresh and delicious with great quality, wonderful friendly staff, nice arrangement and hospitality."
Kampachi Plaza33,766475037,2020-08-23 00:00:00,June 2020,Adrian Y,44 reviews,5,Excellent food and service,Both the food and service was excellent as always. Well worth the price. It was all very fresh and delicious.
Kampachi Plaza33,763185513,2020-08-05 00:00:00,August 2020,Vermilion_20,1 review,5,An honorable experience,This is a very good restaurant with excellent customer services. I truly felt like I was in Japan.It is the best place for birthday or business dinner. I will come to this restaurant again with my friends and other occasion
Kampachi Plaza33,762121633,2020-07-29 00:00:00,July 2020,Jonnybrav000,1 review,5,John,"Nice and cozy environment. Nice food, Excellence service, friendly staff👍 abit pricey for some item"
Kampachi Plaza33,762097683,2020-07-29 00:00:00,July 2020,JaredNg,1 review,5,Efficient Service,"I was there last week with my friends for a dinner. The services provided was excellent, and the staffs were helpful in fulfilling my request. Value for money for such ambience."
Kampachi Plaza33,762086575,2020-07-29 00:00:00,July 2020,A_Azroy28,1 review,5,Best fish head,"had a date with my wife at this restaurant....we wanted to have some fresh seafood...the staff recommended a fish head....""Kampachi kama"" if im not mistaken...very fresh indeed...fell in love with 1 taste....will come back for more...thank you for friendly service...we had a really good time"
Kampachi Plaza33,760502073,2020-07-18 00:00:00,July 2020,HsienK7,2 reviews,5,Very good and friendly service,I came here for a family's member birthday celebration. It was a delightful gastronomic experience with exceptionally good service by the team!
Kampachi Plaza33,760501592,2020-07-18 00:00:00,July 2020,ginhere,1 review,5,Delicious food! Salmon sashimi,"Delicious food! Salmon sashimi & momo (peach) 🍑 was highlight of the day.
Excellent service provided by Izan & his team. 💯
Great ambience with authentic Japanese music playing. 🇯🇵"
Kampachi Plaza33,759897040,2020-07-13 00:00:00,July 2020,Jessiehtm,1 review,5,Sunday brunch,Received great service from the manager during our dining.. nice food served and great choices..good hygiene practice in the restaurant..will surely visit again..
Kampachi Plaza33,759895934,2020-07-13 00:00:00,July 2020,Penny W,3 reviews,5,Sunday Brunch,Variety of food serve and during this RMCO period their serving style different from previous. Good arrangements on it. Great service from the team and the manager as well. Will recommend more to come.
Kampachi Plaza33,759891681,2020-07-13 00:00:00,July 2020,miemie68,1 review,5,Good experiance,good food good service..all the servers are friendly made us feel welcome...staff recommended a few dishes and it all turn out very yummy...time taken for the food to be serve also not that long...food presentation was top notch....would love to come back...
Kampachi Plaza33,759100610,2020-07-06 00:00:00,July 2020,CathMY123,1 review,5,Nice view nice dine in restaurant,"The food served are nice n fresh. Superb service by the staffs here especially the manager,very cheerful and smilling all the times...
Had a wonderful birthday dinner here."
Kampachi Plaza33,758188994,2020-06-26 00:00:00,June 2020,Nora E,1 review,5,Nice views...,The food is all good & all out..good services.. especially sunday buffet brunch is good items..the price only 148 nett per person..all fresh..all staff always smiling.. manager restaurant also good communication explained clearly..
Kampachi Plaza33,757521196,2020-06-16 00:00:00,June 2020,covint,1 review,5,Great place for dine in,"Gd service ,friendly staff
Great Birthday surprise 
Worth to pay for visit , gd environment for taking photo"
Kampachi Plaza33,755402475,2020-05-25 00:00:00,May 2020,Wanderlen,83 reviews,5,Excellent and attentive service,"There is a choice of buffet at RM168 per pac or a la carte but we went for the latter. We wanted to try both the soft Kani maki and shake aburi maki which they offered to make a combination platter. 
Also ordered the shake..."
Kampachi Plaza33,750682365,2020-03-13 00:00:00,March 2020,Ifzzzz,3 reviews,5,Authentic Japanese Food,Nice ambience i love their homemade abekawa mochi. Superb service definitely comeback again. Arigato
Kampachi Plaza33,748801695,2020-03-03 00:00:00,March 2020,FarAway41717035966,1 review,5,Splendid Experience,Dined in yesterday during lunch food was delicious. Service staffs were very attentive and friendly. They really are good at what their doing. Definitely recommend everyone to give a try.
Kampachi Plaza33,745452665,2020-02-16 00:00:00,February 2020,Sivathashann,2 reviews,5,Fantastic food and services,The food was nice and the services were fantastic. Fast respond from the server upon requested by the customer.
Kampachi Plaza33,745448295,2020-02-16 00:00:00,February 2020,kaviscuito,1 review,5,Good food,"Food in great quality, good service, with friendly environment 😀 Families are most welcome here...."
Kampachi Plaza33,745447716,2020-02-16 00:00:00,January 2020,AJAKQUE,1 review,5,Delicious food,"The food arrived on time, the food was very tasteful and the price also very reasonable i would recommend this place to everyone"
Kampachi Plaza33,745447206,2020-02-16 00:00:00,February 2020,Krish1804,2 reviews,4,Second time fun,"Again here.... Food is good, place with very comfortable situation.... I would definitely come back here and advise it to others😁"
Kampachi Plaza33,744784103,2020-02-13 00:00:00,February 2020,Josephkwl,2 reviews,5,Amazing!,"Absolutely amazing place, great with and excellent service! Really satisfied with my visit and experience there."
Kampachi Plaza33,734450160,2019-12-24 00:00:00,December 2019,SOnofEvil,1 review,5,Sushi Savvy,The food was great and ambiance. Definitely coming back for their food. Its service was great! 5 stars for overall!
Kampachi Plaza33,734448724,2019-12-24 00:00:00,December 2019,Pennygan,1 review,5,Will visit again soon,Tip top service and waitress was warm. Food was great. Got a great seat beside the window and enjoyed the view. Enjoyed ourselves a lot.
Kampachi Plaza33,734188944,2019-12-23 00:00:00,December 2019,esthercyt93,2 reviews,2,It wasn't worth it..,"My husband and I had Kampachi's Sunday lunch buffer spread. I was very excited but it was a let down. The grilled seafood (crab legs, flower crabs, river prawn) was so dry and mushy which tells us it's not fresh and frozen to a point..."
Kampachi Plaza33,734025374,2019-12-22 00:00:00,December 2019,lunchai,1 review,2,So so,"Nothing fancy about the food though regardless of the price point.. Ambience wise nothing great either.. No wow factor.. Food quality average. Freshness I'm not sure, cause if it's fresh seafood and not only that you can't bring out the freshness out of it but..."
Kampachi Plaza33,733909413,2019-12-21 00:00:00,December 2019,Penny W,3 reviews,5,Nice dinner,Nice food and ambience. Quality is there from my last visit and warm service provided. Staff is really friendly. Will come back again.
Kampachi Plaza33,729914222,2019-12-01 00:00:00,December 2019,charmlee1201,1 review,5,Good place to visit,"Good environment and services.  Complimentary dessert was given on my Birthday. All thanks to the Manager, Kelvin🙏🏻"
Kampachi Plaza33,729870124,2019-12-01 00:00:00,November 2019,Emilnylrehs,1 review,5,"Good food, nice ambience","My family dine in here once or twice a month. The food quality is consistent and up to standard. The service given to us is excellent, thanks to the manager, Kevin and his team. He even suggests food out of the menu when we got..."
Kampachi Plaza33,729214347,2019-11-27 00:00:00,November 2019,Coastal786585,1 review,4,Feedback,"nice ambience and good service.
Nice to bring family ky around
Kids likes japanese food
Quality ✔️ ambience ✅ environment ✔️"
Kampachi Plaza33,728101477,2019-11-22 00:00:00,August 2019,Sivathashann,2 reviews,5,Food,"The food tasted delicious, mouth watering and delightful! I will come again just for this delicious food and not to forget about the services. First class service ever that can be given to someone. 👌🏼"
Kampachi Plaza33,728101160,2019-11-22 00:00:00,September 2019,Krish1804,2 reviews,4,Great place to dine in,The food served is really good with the services were really great. Prices apart the place is fun filled with comfortable place to eat.
Kampachi Plaza33,726700074,2019-11-16 00:00:00,November 2019,heywen98,2 reviews,5,Great location for dinner,The restaurant ambience is good and comfortable.great place for an evening dinner with delicious food especially the unagi roll with chilli inside 😍and the service crew greeted us warmly. They were attentive and helpful.
Kampachi Plaza33,725369737,2019-11-10 00:00:00,November 2019,Monie_end,1 review,4,Awesome Food..Kampachi!!,It is very good dinning experience at Kampachi.. food is fresh.. service tip top.. good food.. highly recommendation those really love Japanese food..
Kampachi Plaza33,723660634,2019-11-04 00:00:00,November 2019,Elysium_ely,28 reviews,1,Feel Cheated!,i dine in last sunday for the buffet due to friends recommendations and advertise snow crab and slipper lobster. upon sited and order our drinks we found out the snow crabs and slipper lobster is not available. we feel completely rip off and cheated. they...
Kampachi Plaza33,719533244,2019-10-19 00:00:00,October 2019,zz1113,2 reviews,5,Superb!!,Great recommendation of the staff  the seafood teppanyaki was so good its so tasty must try it.  Lovely Japanese Food. Friendly staff as well
Kampachi Plaza33,719532501,2019-10-19 00:00:00,October 2019,Guide58394953106,2 reviews,5,Great Japanese Food  ❤️,Nice Japanese food. Great service and nice ambience. Quite romantic when come dinner to celebrate anniversary. Can improve on air circulation. Price abit over so perhaps maybe celebration only can come over. 💕
Kampachi Plaza33,719522810,2019-10-19 00:00:00,October 2019,Penny W,3 reviews,5,Great Japanese Food and Nice Ambiance,Good Japanese food if you're looking at Authentic taste and the service team superb. Their warm and mindfulness service is great especially when we are with children. Will come back again. Good job to Chef and Service Manager. Disadvantages is the air con really hot....
Kampachi Plaza33,718805478,2019-10-16 00:00:00,October 2019,Zhengzhou19,1 review,5,Excellent service and quality,Great Japanese food at reasonable cost. Service was quick and staff very friendly. Great choices in the menu
Kampachi Plaza33,717505461,2019-10-12 00:00:00,October 2019,Ngbeehua,1 review,5,"Good service,good food",We always come here and The food and service is always good.. The environment is lousy and hot.the price is a bit on the high price. Maybe should consider to reduce the price and half price for Senior citizen
Kampachi Plaza33,717257222,2019-10-11 00:00:00,August 2019,wirawan78,1 review,5,Impeccable Service,"Great service, comfortable atmosphere, staff were knowledgeable on their food! We will definately return to this outlet."
Kampachi Plaza33,715641617,2019-10-06 00:00:00,October 2019,hydeisanchez,1 review,5,Hydei,Very accommodating staff and the foods are so fresh. I would recommend it to anybody who loves Japanese Food. ❤️❤️❤️
Kampachi Plaza33,715497500,2019-10-05 00:00:00,October 2019,Y33Y33_5980,1 review,5,Great Japanese cuisine,Celebrating birthday. Great food and excellent service. Quality is acceptable but bit pricey compare to other japanese cuisine. Can seen short handed of service staff but they are trying their best to tender service. Bravo to them. The manager can be seen keep running to...
Kampachi Plaza33,714657624,2019-10-02 00:00:00,October 2019,Sendyxian,1 review,5,Service,"Good service and the staff are friendly ,good foods served. Good environment. The tempura ice cream is tasty."
Kampachi Plaza33,714473617,2019-10-01 00:00:00,October 2019,Pinkmess,1 review,4,Great Birthday location,Love the service and food. Great menu and options ..  Interior is tastefully done too.   Pricey though.
Kampachi Plaza33,707672572,2019-09-08 00:00:00,September 2019,Garfield60,27 reviews,2,Lunch,It is very disappointing for so long have been to the establishment and the staff is the major problem with their attitude and expect customer to make complaints on the management but rather it’s the staff that has an issue. The management and food has...
Kampachi Plaza33,689904814,2019-07-16 00:00:00,July 2019,rarcharlie,16 reviews,2,Really not worth the price,"Came here with my mom, she got the saba shioyaki (mackerel grilled with salt) set and I got the sashimi one. Ordered octopus with cucumber in rice vinegar, beef tataki (not wagyu) and a seafood salad on the side. Almost all of it was mediocre..."
Kampachi Plaza33,675705149,2019-05-22 00:00:00,May 2019,geegee-pei,2 reviews,1,Overrated and lousy weekend lunch buffet. Overpriced and below par food served,"Went there last Sunday for their weekend lunch buffet for rm148. 

I was there couple weeks ago for business lunch and it was good and subsequently recommended by the manager -Edward to try out the weekend lunch,boasting slipper lobster and snow crab for the price..."
Kampachi Plaza33,670087961,2019-04-29 00:00:00,April 2019,jtkfoch,50 reviews,4,"Fresh and tasty Japanese food, with a pleasant ambience","Our family of four ordered a Kampachi salad (RM43) for starters, and for mains, a seafood teppanyaki set (RM80), beef teppanyaki set (RM70), unadon & shake set (RM80), special sushi bento set (RM123), and abekawa mochi (RM27) for dessert. The rice that accompanied two of..."
Kampachi Plaza33,668656871,2019-04-23 00:00:00,April 2019,maemayz,11 reviews,1,Food Poisoning,"Meal: Food is really bad, not fresh.

Atmosphere: The place is fancy but they had to put a stand fan because it was a little stuffy.

Service: Not bad but not great either.

Price: Over priced."
Kampachi Plaza33,657621122,2019-03-10 00:00:00,May 2018,jayceek2013,861 reviews,5,Absolutely Lovely Setting & Food ,"Not only is the location strategic and easy to get to, the interior is absolutely lovely and the food is authentically delicious too! 

My son took me here to celebrate my birthday and also Mother’s Day last year May 2018 and I really like this..."
Kampachi Plaza33,656159069,2019-03-04 00:00:00,February 2019,Angie1232014,24 reviews,4,Appreciation/Farewell lunch with my ex-boss,"It was an appreciation lunch cum farewell for my ex-boss who had to assume another assignment back to his home ground.  The environment of Kampachi is a very suitable place if you are seeking for quietness to enjoy good conversation with your guests.  Food wise,..."
Kampachi Plaza33,651060924,2019-02-09 00:00:00,February 2019,Layson,1 review,5,Wonderful Japanese Food.,I came here with my friends. The food was awesome the Beef teppanyaki was the best.service top notch.
Kampachi Plaza33,646292537,2019-01-16 00:00:00,August 2018,E2390PPjen,5 reviews,5,Good variety and quality assured,Kampachi is one of Malaysia's first Japanese restaurant.  Food was superb.  Service with a smile.  Nice variety.  There are cheaper Japanese buffet but with Kampachi it's worth paying the price as they have proper Japanese chefs.  Will definitely be back!
Kampachi Plaza33,642755366,2019-01-01 00:00:00,November 2018,Trimix168,47 reviews,3,Ordinary yet Pricey,"Located in the Plaza33 Office Building, it appears most of the customers are here for business dining.

The restaurant is setup to look posh Japanese, but the presence of a fan to help with ventilation sort of ruins the ambience.

The staff are mostly pleasant..."
Kampachi Plaza33,635937457,2018-11-27 00:00:00,November 2018,Culture17032635421,1 review,5,Food to serve,This restaurant food is great! Rarely Japanese Buffet serve salmon  fish heads  and eel. Especially the fruits to serve at Kampachi.
Kampachi Plaza33,630936870,2018-11-05 00:00:00,November 2018,Jet15313136514,1 review,5,Unforgettable moment at kampachi,"Food is delicious with good environment. Special thanks to Lheny for her excellent services. My wife and I had a great dinnertime at kampachi, with surprise complimentary dessert. Highly recommended."
Kampachi Plaza33,628266417,2018-10-26 00:00:00,October 2018,Alvin P,1 review,5,"Great service, food, and experience","Brought my clients here for lunch, and I must say the service was top notch from the start till the end. The staffs were attentive and patient with our requests.
Will be bringing my clients back here again."
Kampachi Plaza33,624572798,2018-10-14 00:00:00,October 2018,mariamB4332BU,1 review,4,Great brunch always at Kampachi ❤️,"Love and cosy place for eat till u drop in kampachi - love the mochi and grill eel, especially the garlic fried rice."
Kampachi Plaza33,620120885,2018-09-28 00:00:00,September 2018,Yun936,13 reviews,5,Best Birthday Buffet Deal,"Happened to saw the buffet promotion on their facebook where birthday celebrants can eat for free, it was not the usual full spread buffet but went by ala carte order. It turns out great as the food were sent to the table upon order. The..."
Kampachi Plaza33,613029075,2018-09-02 00:00:00,September 2018,PiaEstelaN,1 review,5,Sunday buffet: Family celebration,"Special mention to Dan, excellent service during my husband birthday! We all had a great time! Thank you as well to Edward and Lhen and the whole staff! Great experience 👍👍👍 Really recommend"
Kampachi Plaza33,611881751,2018-08-29 00:00:00,August 2018,RW142,1 review,5,Amazin japanese cuisine,Having a great experience with my Japanese food at Kampachi and some more they serve seasonal item like momo from Japan. Taste delicious!
Kampachi Plaza33,611881721,2018-08-29 00:00:00,August 2018,zulfiqry,1 review,5,Best japanesse restaurant,What a great place to have japanese food. All the staff was amazing. Highly recomended! The peach serve was amazing.
Kampachi Plaza33,602696230,2018-08-04 00:00:00,July 2018,341angelines,58 reviews,3,Sunday lunch buffet,"I have dined in this restaurant several times (at least 4-5 times this year) for their Sunday lunch buffet, and I have several comments:

PROS:

1. Firstly, great food. No complaints in regards to the freshness of the sashimi. Variety of food is good, so..."
Kampachi Plaza33,598358374,2018-07-22 00:00:00,July 2018,Joanna_CF,220 reviews,5,Good Japanese buffet,"The sashimi was fresh, California roll was good. Teppanyaki was good for the prawn and beef while least for chicken and salmon fish. The buffet has snow crab leg, slipper lobster, salmon fish head, saba, tempura etc. The garlic fried rice was very fragrant as..."
Kampachi Plaza33,597490986,2018-07-19 00:00:00,June 2018,Yun936,13 reviews,5,Good place and quiet ambience,Good place and quiet ambience. Sunday buffet was worth the price. Only the drink is not included but that was ok as the sashimi comes in a bigger cuts compare to other restaurants.
Kampachi Plaza33,593134711,2018-07-05 00:00:00,June 2018,damianteh,128 reviews,4,Great Experience,"Went to celebrate my parent's wedding anniversary on 23rd June for dinner. I have booked the teppanyaki table but was informed it as fully booked. I was offered a table nearby.
On that day itself, received a call saying that the teppanyaki menu in not..."
Kampachi Plaza33,589385854,2018-06-21 00:00:00,June 2018,emmy91,209 reviews,5,BEST JAPANESE BUFFET,"This is my families go to restaurant for comfort japanese food. we just went there for the signature Sunday japanese lunch and everything served at the buffet is so good! from sushi to tempura to any japanese food that you can think of is fresh,..."
Kampachi Plaza33,587591517,2018-06-15 00:00:00,June 2018,Jeane_Lss,1 review,5,Nice & Affordable Weekend Buffet!,Great variety of food and love the grilled crab! Very affordable price for buffet and it is definitely worth it if you love seafood as we do. I don't really eat raw seafood but I did have a good meal with the cooked food and...
Kampachi Plaza33,576362861,2018-04-29 00:00:00,April 2018,YeongShengT3,1 review,5,Great service team and professional manager Kevin,1st time here for Sunday buffet. It's was so nice and affordable price. Staff is friendly and the manager Kevin is very helpful. Variety of food and sure will return.
Kampachi Plaza33,564149662,2018-03-04 00:00:00,September 2017,WongHY17,208 reviews,5,Best Japanese food in PJ,"We came in a large group, more than 15 pax.

I notice the waiter took our orders in a chart format, drawing out squares to indicate our seating arrangement, and individual orders. 
Very good way to manage large groups.

Be prepared for a huge bill,..."
Kampachi Plaza33,555306913,2018-01-22 00:00:00,January 2018,wanming,267 reviews,5,Good sets ,Have come here for their set lunches.. Very good and well priced. Everything is tasty. Service is good.
Kampachi Plaza33,551417459,2018-01-04 00:00:00,January 2018,MeiYoong,17 reviews,3,Buffet Lunch - Honest Review,We went to Kampachi for buffet lunch on New Year. Buffet is ala carte order based. We are welcomed with a shocking incident where we spotted a mouse running across the kitchen area during the middle of our lunch. We informed the manager soon after...
Kampachi Plaza33,551356314,2018-01-04 00:00:00,November 2017,BackPacker747618,3 reviews,2,A letdown - Not worth the price,For the Kampachi brand name and the prices they charge- this one was a clear letdown. Ive been here several visits- all business lunches and not one visit was pleasant. They missed out my meal (twice)- I was served only after all the others on...
Kampachi Plaza33,537151176,2017-10-30 00:00:00,October 2017,wyew5125,67 reviews,4,Pricey but worth the quality,Had the Saturday brunch buffet for RM168 per pax. Abit pricey but its really worth it. The sashimi comes in thick slices and the menu has wide selection of ala carte dishes that comes in small sizes so you can enjoy other items. Service is...
Kampachi Plaza33,534262935,2017-10-19 00:00:00,October 2017,BiingWY,76 reviews,4,Well worth the price,Forget about the other buffets in town. Even its sister branch at Troika can't beat this. The quality is awesome. The service top notch. The variety is good.
Kampachi Plaza33,531900358,2017-10-11 00:00:00,October 2017,765lesliel,588 reviews,5,Excellent food,I had a late lunch here with two friends. Service was excellent. The sushi and sashimi were excellent and the fish very fresh. The salad with crispy fish skin was also delicious. To round the excellent lunch off I had a lemon sorbet which was...
Kampachi Plaza33,516315598,2017-08-22 00:00:00,August 2017,Ravi T,3 reviews,4,"Great food, great service","Reserved a table for 3 on 22 Aug at 8pm. Was a dinner for my daughter's birthday. We were seated promptly. Looking at the menu, it was pricey. Only after ordering and tasting, I appreciated the price. The salmon shasimi was amazing. As my daughter..."
Kampachi Plaza33,490239500,2017-06-04 00:00:00,June 2017,EugeneW45,1 review,4,"Celebrating mom's birthday, indulging good food","Great place, great environment with unique worth to indulge selections of food that is seldom seen in other buffet chain. Service is very good, with very attentive staffs. Nice and relaxing ambience, playing the right Japanese rhythm to boost up the Japanese cuisine dining experiences..."
Kampachi Plaza33,484897588,2017-05-17 00:00:00,October 2016,AJZ94,164 reviews,5,LOVE IT!!!,Went there for their buffet lunch when the price is RM 158# if not mistaken. The food is amazing and I will for sure to come back again. The beef teppanyaki was cooked to perfection no matter what kind of rarity i ordered. The server...
Kampachi Plaza33,481148283,2017-05-03 00:00:00,April 2017,Melody812,41 reviews,4,A good quiet place for fine dining,"Went here a few times with friends. 

The ambience is remarkable and you have attentive staff around to serve you promptly. 

My favourite spot is at the counter where I can watch the chef making art with their skills. 

The food is pricey so I..."
